id,data_criacao,titulo,cidade,estado,resolvido:bool,conteudo,tipo_postagem,ordem_da_interacao,tipo_interacao,id_pai
827ae33136fb4b03a644e706b71b2038,2021-04-09,Vivo - Telefônica - Não param de me ligar para oferecer produtos para  o condominio onde eu moro.,Belo Horizonte,MG,False,"
				Não param de me ligar para oferecer produtos para  o condominio onde eu moro. Residencial Cristina: CNPJ: 02.175.679/XXXXX-X5. Não sou sindica e mesmo se fosse não têm o direito de me ligarem sem parar para oferecer produtos.",complaint,0,COMPLAINT,827ae33136fb4b03a644e706b71b2038
ca8225bf2f4a341230b0cc737798055d,2021-04-09,Vivo - Telefônica - Não param de me ligar para oferecer produtos para  o condominio onde eu moro.,Belo Horizonte,MG,False,"
				Prezada Sra. Brenda,  

Segue carta em anexo com as informações e as providências que foram tomadas com relação ao seu questionamento juntamente com a análise/proposta da operadora.

Estamos à disposição para quaisquer esclarecimentos através do e-mail contido em carta resposta. 

Caso haja alguma dúvida, discordância ou questionamento, gentileza utilizar o botão “Interagir com o Fornecedor” antes de executar qualquer ação.

FAVOR VISUALIZAR O CAMPO “ANEXOS”. 

Obs.: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta anexa pois depende da funcionalidade de cada aparelho. Desta forma orientamos que o acesso seja realizado pelo computador/Tablet.

Atenciosamente, 
Órgão de Defesa do Consumidor – Telefônica | Vivo.
",interaction,1,ANSWER,827ae33136fb4b03a644e706b71b2038
28abbcc41694632f35945586feeaff5e,2021-04-11,Ame Digital - No dia 23/03/2020 fiz o pedido número XXXXX-X16326390 no site Submarino.com utilizando o método de pagamento Ame Digital.,Belo Horizonte,MG,False,"
				No dia 23/03/2020 fiz o pedido número XXXXX-X16326390 no site Submarino.com utilizando o método de pagamento Ame Digital.
Entre os itens estava o Tapete Para Yoga / Pilates Em Eva – Muvin vendido por CashPeg, no valor de R$ 44,90 (Entrega 04).	
No dia 30/03/2020, recebi a mensagem do Submarino.com que o parceiro ainda não havia confirmado se já havia enviado o pedido. No mesmo dia, foi aberta a solicitação de cancelamento do(s) produto(s).
No dia 31/03/2020, recebi a mensagem que “a solicitação de Cancelamento do(s) produto(s) abaixo, do pedido XXXXX-X16326390, foi finalizada. O reembolso já foi solicitado à administradora do seu cartão de crédito e estará disponível na próxima fatura ou na seguinte, de acordo com as regras da administradora do cartão.”
Desde então entrei em contato com o vendedor algumas vezes no ano passado alertando que não localizei o reembolso nas minhas faturas.
Tentei contato algumas vezes com o vendedor, recebendo sempre a resposta:
“Boa tarde, Rafael! O Ame Digital já foi acionado referente ao reembolso do pedido XXXXX-X16326390 (TAPETE PARA YOGA EM EVA - 180CM X 60CM X 0,6CM - TPYXXXXX-X00 - MUVIN). Por favor, contacte a Central do Atendimento pelo telefone XXXXX-X120 e informei o ticket 968818. Vou finalizar o protocolo de atendimento XXX.XXX.XXX-XX22, mas espero ter colaborado de alguma maneira e alcançado as expectativas no atendimento com você.”
Sempre tive imensa dificuldade em obter contato com o serviço Ame Digital através do chat do aplicativo, de modo que até hoje não recebi resposta da equipe.",complaint,0,COMPLAINT,28abbcc41694632f35945586feeaff5e
874dd6b477c7c89d1f77a37bf6e1b106,2021-04-11,Ame Digital - No dia 23/03/2020 fiz o pedido número XXXXX-X16326390 no site Submarino.com utilizando o método de pagamento Ame Digital.,Belo Horizonte,MG,False,"
				Bom dia Rafael!
Como vai?

Não temos palavras para nos desculpar.

Sabemos da importância do seu problema e estamos correndo atrás para resolvermos o quanto antes.

Estamos aguardando apenas a confirmação da sua adquirente com a conclusão do valor em fatura.
Assim que eles confirmarem o estorno, notificaremos de imediato para que possamos validar juntos.

Não desistiremos até que esteja tudo resolvido.

Agradecemos desde já.

Atenciosamente, Thamis
Atendimento Especial - Consumidor.gov",interaction,1,ANSWER,28abbcc41694632f35945586feeaff5e
fe012cfdffade686bb6f88af0c7e8529,2021-04-14,Pernambucanas Cartões - Procurado operadora dia 22/02 devido não baixa da fatura paga dia 18/02 com vencimento em 15/02.,Uberaba,MG,False,"
				Procurado operadora dia 22/02 devido não baixa da fatura paga dia 18/02 com vencimento em 15/02. Após essa data foi gerado cobranças duplicadas do valor pago, taxas e multas, bem como notificação de negativado do CPF ao SERASA.",complaint,0,COMPLAINT,fe012cfdffade686bb6f88af0c7e8529
f8fa546dde426927651cdc6d57e89555,2021-04-14,Pernambucanas Cartões - Procurado operadora dia 22/02 devido não baixa da fatura paga dia 18/02 com vencimento em 15/02.,Uberaba,MG,False,"
				Olá Lazara, 

Recebemos sua manifestação e informamos que após analise o seu pagamento já consta processado em sistema. Sendo assim você não possui negativação em seu CPF. 

Atenciosamente
Equipe Mídias Sociais     

Pernambucanas - Mídias Sociais 
Pernambucanas NA LOJA, NO APP, NO SITE, EM Família.
Sempre que precisar falar conosco, utilize os nossos canais oficiais
Whats XXXXX-X441 - Chat aplicativo  Cartão Pernambucanas
Central de Atendimento 11 3004 44 41
",interaction,1,ANSWER,fe012cfdffade686bb6f88af0c7e8529
448d18f48a4735e44b3aa3a1b931d82d,2021-04-13,Pernambucanas Cartões - Estou com uma fatura vencida da qual devido problemas financeiras foi necessário realizar um parcelamento.,Belo Horizonte,MG,False,"
				Estou com uma fatura vencida da qual devido problemas financeiras foi necessário realizar um parcelamento. O mesmo foi realizado atrás do chat no app no dia 11/04/2021 as 15:23. Onde parcelei a fatura em 6x de 180,54 e teria até 4 para pagamento. Fiz uma transferência via pix com o valor para a conta digital pernambucanas com para efetuar o pagamento do valor da parcela de entrada. Porém, ao tentar finalizar o pagamento o informa que a senha está errada. Acionei o atendimento via WhatsApp pelo protocolo XXX.XXX.XXX-XX3 onde a moça me informou que a senha e nem o cartão da conta estavam ativos. Ou seja, eles criam uma conta, não informa ao cliente, o mesmo ao usa-la descobre que são cartões diferentes e precisa ir em loja para gerar e ativar(lojas fechadas em plena pandemia). 
Entrei em contato via telefone, solicitando o envio da senha duas vezes. Os dois atendentes falaram que ate em 2 horas receberia a senha via SMS. Senha não chegou após 24hs. Solicito a empresa resolver a situação, pois já recebi comunicado só Serasa que ela Pernambucanas já noticiou para negativação de meu nome junto ao órgão. Divida com nem um mês de vencida, negociei, mas a loja não colabora para eu pagar. Segue anexo da negociação via chat no dia 11/04/2021.",complaint,0,COMPLAINT,448d18f48a4735e44b3aa3a1b931d82d
d2174e3227197314d52d4abaade494f4,2021-04-13,Pernambucanas Cartões - Estou com uma fatura vencida da qual devido problemas financeiras foi necessário realizar um parcelamento.,Belo Horizonte,MG,False,"
				Olá Cristiano, 

Recebemos sua manifestação e informamos que após analise em sistema será necessário que efetue a transferência da conta digital para efetuar o pagamento da fatura vigente. 

Atenciosamente
Equipe Mídias Sociais     

Pernambucanas - Mídias Sociais 
Pernambucanas NA LOJA, NO APP, NO SITE, EM Família.
Sempre que precisar falar conosco, utilize os nossos canais oficiais
Whats XXXXX-X441 - Chat aplicativo  Cartão Pernambucanas
Central de Atendimento 11 3004 44 41",interaction,1,ANSWER,448d18f48a4735e44b3aa3a1b931d82d
ce7a5e7438467ff0dd2a93a9a77fff71,2021-04-11,Pernambucanas Cartões - Boa noite!,Belo Horizonte,MG,False,"
				Boa noite! No dia 15 de Março 2020 eu entrei em contato com sac da pernanbucas , para resolver a situação da minha fatura que  tinham sido pagas, dai no mesmo dia tirei a outra fatura dai veio com muita multa de atraso  e juros,  a atendente disse pra eu pagar a fatura que veio, e eu paguei, ela me deu o protocolo e falou pra entrar no e-mail XXXXXXXXXXX@XXXXX.XXX eu fiz exatamente o que ela falou, mandei e-mail e mandei o numero do protocolo  e anexei a fatura paga, só que ela disse pra aguardar até o dia 17 ninguém entrou em contato comigo, quando foi agora tirei a outra fatura, veio o estorno, mais hoje dia 10/04/20 Eu recebi uma ligação dizendo que eu estou com 2 faturas sem pagar uma de fevereiro e a outra de março, segue anexo, Segunda feira  fecha outra fatura e vem com juros e multas das faturas  de fevereiro e março e  estou desempregada não  tenho  como pagar o que estão  me cobrando, sendo  que  já paguei.",complaint,0,COMPLAINT,ce7a5e7438467ff0dd2a93a9a77fff71
7e9a7d47aa06922426fb6555f0ae5483,2021-04-11,Pernambucanas Cartões - Boa noite!,Belo Horizonte,MG,False,"
				Olá Marcilene, 

Recebemos sua manifestação e informamos realizamos o ajustes dos valores cobrado indevido em sistema cobrado em sua fatura e esse valor estará evidente na sua próxima fatura. 

Atenciosamente
Equipe Mídias Sociais     

Pernambucanas - Mídias Sociais 
Pernambucanas NA LOJA, NO APP, NO SITE, EM Família.
Sempre que precisar falar conosco, utilize os nossos canais oficiais
Whats XXXXX-X441 - Chat aplicativo  Cartão Pernambucanas
Central de Atendimento 11 3004 44 41
",interaction,1,ANSWER,ce7a5e7438467ff0dd2a93a9a77fff71
921b804814189b9d941e8b21ceba29a3,2021-04-24,"Rappi - No mês de janeiro de 2021 fui diagnosticado com  covid 19 , entrei em contato com o time rappi para avisar que estava doente e que teria que me ausentar do trabalho por algum tempo até que me curasse , 
Eu recebi um valor de 425 reais da rappi referente ao fundo do covid 19 
Porém desativaram minha conta é até hoje após quase 3 meses não habilitadaram ela novamente",Juiz de Fora,MG,False,"
				No mês de janeiro de 2021 fui diagnosticado com  covid 19 , entrei em contato com o time rappi para avisar que estava doente e que teria que me ausentar do trabalho por algum tempo até que me curasse , 
Eu recebi um valor de 425 reais da rappi referente ao fundo do covid 19 
Porém desativaram minha conta é até hoje após quase 3 meses não habilitadaram ela novamente",complaint,0,COMPLAINT,921b804814189b9d941e8b21ceba29a3
c9935d48db80af4205c51657d345cd2f,2021-04-24,"Rappi - No mês de janeiro de 2021 fui diagnosticado com  covid 19 , entrei em contato com o time rappi para avisar que estava doente e que teria que me ausentar do trabalho por algum tempo até que me curasse , 
Eu recebi um valor de 425 reais da rappi referente ao fundo do covid 19 
Porém desativaram minha conta é até hoje após quase 3 meses não habilitadaram ela novamente",Juiz de Fora,MG,False,"
				Olá, prezado!

Estamos dando continuidade à sua tratativa via e-mail.

Em caso de dúvidas, seguiremos à disposição.

Atenciosamente
Equipe Rappi.",interaction,1,ANSWER,921b804814189b9d941e8b21ceba29a3
6f4c9a252014c88556b5aebdadb12607,2021-04-23,Faculdade Unopar - Não foi mim passada todas as informações correta com relação a segunda graduação e depois informado que teria que pagar uma taxa para realizar a analise do histórico ao qual não foi mim passado não do contrato.,Iapu,MG,False,"
				Não foi mim passada todas as informações correta com relação a segunda graduação e depois informado que teria que pagar uma taxa para realizar a analise do histórico ao qual não foi mim passado não do contrato.",complaint,0,COMPLAINT,6f4c9a252014c88556b5aebdadb12607
003ab4011aac9d3f3d698d94e65eb315,2021-04-23,Faculdade Unopar - Não foi mim passada todas as informações correta com relação a segunda graduação e depois informado que teria que pagar uma taxa para realizar a analise do histórico ao qual não foi mim passado não do contrato.,Iapu,MG,False,"
				
Olá Everaldo boa tarde 


Referente a sua reclamação formalizada por meio deste canal, informamos que os detalhes da tratativa da instituição foram inseridos na área de ""interação com o consumidor"" por conter informações e dados sigilosos.

Permanecemos à disposição para demais esclarecimentos.

Atenciosamente, 
Central de Relacionamento com o Aluno 
Unopar
",interaction,1,ANSWER,6f4c9a252014c88556b5aebdadb12607
4ac7d96c2678a5a1f0e7aab41ba4e0e9,2021-04-16,Seguros Sura - Fiz abertura de Sinistro perante a empresa citada pelo Furto de minha Bicicleta que está Segurada perante a Seguradora juntamente do meu Seguro Residencial.,Contagem,MG,False,"
				Fiz abertura de Sinistro perante a empresa citada pelo Furto de minha Bicicleta que está Segurada perante a Seguradora juntamente do meu Seguro Residencial. 
O Sinistro foi aberto em 08/04/2021, data que ocorreu o Furto. A Seguradora me informou que teria o prazo de 48 após a abertura do Sinistro para dar seguimento ao Processo. Liguei várias vezes para a Seguradora através do telefone XXX.XXX.XXX-XX e sempre falaram que iam encaminhar para a analista do Sinistro mas até a presente data não houve o retorno da mencionada analista.",complaint,0,COMPLAINT,4ac7d96c2678a5a1f0e7aab41ba4e0e9
72fd401ce4753b01b681c5aa7f6f53e7,2021-04-16,Seguros Sura - Fiz abertura de Sinistro perante a empresa citada pelo Furto de minha Bicicleta que está Segurada perante a Seguradora juntamente do meu Seguro Residencial.,Contagem,MG,False,"
				Prezado Senhor,
Boa tarde, tudo bem?

Informamos que a resposta à vossa reclamação foi enviada ao e-mail cadastrado na presente plataforma.

Agradecemos vosso contato e ficamos à sua disposição para o que se fizer necessário.

Qualquer problema, por gentileza, volte a nos contatar.

Atenciosamente,
Ouvidoria
Seguros SURA",interaction,1,ANSWER,4ac7d96c2678a5a1f0e7aab41ba4e0e9
23d3795b3c2bd966541c3fb0aad43285,2021-04-15,"NET - Na data de hoje 15/04/2021 entrei em contato com a NET pois há três meses consecutivos vêm sendo cobrado um serviço em minha fatura, na qual eu não contratei, é uma mensalidade de assistência técnica no valor de 34,90, fui informado que esse serviço está ativo desde abril do ano passado, porém esse serviço só começou a ser cobrado em minha fatura há três meses e com isso desde que verifiquei o ocorrido ligo todos os meses qdo chega a fatura peço a contestação e o cancelamento do mesmo, já que eu em momento algum fiz essa solicitação, ai sou informado que o cancelamento foi feito e no mês seguinte vem a cobrança novamente.",Juiz de Fora,MG,False,"
				Na data de hoje 15/04/2021 entrei em contato com a NET pois há três meses consecutivos vêm sendo cobrado um serviço em minha fatura, na qual eu não contratei, é uma mensalidade de assistência técnica no valor de 34,90, fui informado que esse serviço está ativo desde abril do ano passado, porém esse serviço só começou a ser cobrado em minha fatura há três meses e com isso desde que verifiquei o ocorrido ligo todos os meses qdo chega a fatura peço a contestação e o cancelamento do mesmo, já que eu em momento algum fiz essa solicitação, ai sou informado que o cancelamento foi feito e no mês seguinte vem a cobrança novamente. Hoje nem a contestação foi feita, fiquei mais de 20 minutos numa ligação para ser informado que teria que espearar até 48 horas pro setor responsável entrar em contato para ver a possibilidade da contestação. Peço que entre em contato no número XXX.XXX.XXX-XX e falar com josiane, que é minha esposa, pois não posso atender telefone em horario de trabalho",complaint,0,COMPLAINT,23d3795b3c2bd966541c3fb0aad43285
72a0975fd4b690868d9c7a705a6e4054,2021-04-15,"NET - Na data de hoje 15/04/2021 entrei em contato com a NET pois há três meses consecutivos vêm sendo cobrado um serviço em minha fatura, na qual eu não contratei, é uma mensalidade de assistência técnica no valor de 34,90, fui informado que esse serviço está ativo desde abril do ano passado, porém esse serviço só começou a ser cobrado em minha fatura há três meses e com isso desde que verifiquei o ocorrido ligo todos os meses qdo chega a fatura peço a contestação e o cancelamento do mesmo, já que eu em momento algum fiz essa solicitação, ai sou informado que o cancelamento foi feito e no mês seguinte vem a cobrança novamente.",Juiz de Fora,MG,False,"
				""Prezado(a) Sr(a). nelio, Em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você poderá nos contatar utilizando a opção “Interagir com Fornecedor”, ou ainda, através dos canais exclusivos informados na carta em anexo. Atenciosamente, ALINE""",interaction,1,ANSWER,23d3795b3c2bd966541c3fb0aad43285
cbeab2c31d5523b91d1da86dd32c5cf8,2021-04-15,"NET - Conforme reclamações anteriores, requeiro seja encaminhado as faturas desde abril de 2016 para análise.",Belo Horizonte,MG,False,"
				Conforme reclamações anteriores, requeiro seja encaminhado as faturas desde abril de 2016 para análise.",complaint,0,COMPLAINT,cbeab2c31d5523b91d1da86dd32c5cf8
f7ca31a06df946658642f9a673909225,2021-04-15,"NET - Conforme reclamações anteriores, requeiro seja encaminhado as faturas desde abril de 2016 para análise.",Belo Horizonte,MG,False,"
				""Prezado(a) Sr(a). João, Em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você poderá nos contatar utilizando a opção “Interagir com Fornecedor”, ou ainda, através dos canais exclusivos informados na carta em anexo. Atenciosamente, ALINE""",interaction,1,ANSWER,cbeab2c31d5523b91d1da86dd32c5cf8
670660fbd95ef27cbd1af67dcd67c3b1,2021-04-09,Banco Daycoval - Banco Daycovall desconta parcelas de consignado duas vezes no mês de abril 2021: na fonte Governo de MG-SEPLAG-Contracheque e na minha conta Corrente no Banco do Brasil Ag.,Montes Claros,MG,False,"
				Banco Daycovall desconta parcelas de consignado duas vezes no mês de abril 2021: na fonte Governo de MG-SEPLAG-Contracheque e na minha conta Corrente no Banco do Brasil Ag. XXXXX-X Ct. XXXXX-X Anelito Pereira de Oliveira.
Mesmo assim, Banco Daycovall mantém restrição meu nome no Cadastro de Credores SCR Banco Central que lista consumidores que deram prejuízo ao Sistema Financeiro.
Já reclamei do Banco nesta Plataforma. O Banco esclareceu que não estou em atraso  com o pagamento do empréstimo e propôs quitação do valor ainda devido. 
Banco indicou telefone XXX.XXX.XXX-XX para que eu me manifestasse sobre interesse em quitação do empréstimo.
Tentei inúmeras vezes falar nesse telefone e não fui atendido.
Em contrapartida, o Banco tem feito contato comigo via whatsApp propondo refinanciamento de empréstimo, situação em que eu receberia um ""troco"" de cerca de R$ 9.000,00.
Que absurdo!",complaint,0,COMPLAINT,670660fbd95ef27cbd1af67dcd67c3b1
1084d0f1da2d816259801b86d33ff992,2021-04-09,Banco Daycoval - Banco Daycovall desconta parcelas de consignado duas vezes no mês de abril 2021: na fonte Governo de MG-SEPLAG-Contracheque e na minha conta Corrente no Banco do Brasil Ag.,Montes Claros,MG,False,"
				Prezado(a)
Diante de sua reclamação registrada por meio da plataforma “consumidor. gov” investimos todos os nossos esforços para solução do tema abordado, sendo realizada análise pormenorizada, cuja conclusão foi disponibilizada ao senhor (a) por meio do campo “Anexo”, em obediência ao artigo 5º, XII, da Constituição Federal de 1988 e a Lei Complementar nº 105, de 10/01/2001, que disciplinam o sigilo das operações de instituições financeiras, bem como aos Termos de Uso.
Aproveitamos a oportunidade para divulgar o atendimento Daycoval na internet em https://www.daycoval.com.br/institucional/central-atendimento. Nesta página poderá registrar solicitações, esclarecer dúvidas ou se preferir, também poderá nos contatar através de nossos telefones 0300 111 0500 Central de Serviços; 0800 775 0500 SAC – para reclamações, sugestão ou elogios; 0800 775 2005 para deficientes auditivos e ainda, caso não tenha sua manifestação atendida satisfatoriamente acione nossa Ouvidoria em http://www.daycoval.com.br/default.asp?area=ouvidoria ou pelo telefone 0800 777 0900.
",interaction,1,ANSWER,670660fbd95ef27cbd1af67dcd67c3b1
